"Settlement","Company","brand_in_sett","id","Address","gasoline_avg","diesel_avg","n_days","brand_cat","total_sett","n_competitors_other_brand","on_highway","lat","lon","dist_border_km","near_border_10km","near_border_20km","n_sett_stations","hhi_brand","share_small","share_premium","share_discount","area_ha","population","pop_density","brand_cat_discount","brand_cat_premium","log_n_sett","log_n_competitors_other_brand"
"Budapest XI. kerület","Shell",5,"Budapest XI. kerület | Shell | Budapest XI, Budaörsi út 118.","Budapest XI, Budaörsi út 118.",584.042857142857,590.471428571429,7,"premium",23,18,0,47.4784413,19.0577154,42.4602237572071,0,0,23,0.243856332703214,0.0434782608695652,0.91304347826087,0.0434782608695652,NA,NA,NA,0,1,3.13549421592915,2.89037231345157
"Budapest XI. kerület","Shell",5,"Budapest XI. kerület | Shell | Budapest XI, Péterhegyi út 54.","Budapest XI, Péterhegyi út 54.",584.042857142857,590.471428571429,7,"premium",23,18,0,47.4784413,19.0577154,42.4602237572071,0,0,23,0.243856332703214,0.0434782608695652,0.91304347826087,0.0434782608695652,NA,NA,NA,0,1,3.13549421592915,2.89037231345157
"Budapest XI. kerület","Shell",5,"Budapest XI. kerület | Shell | Budapest XI, Tétényi út 2.","Budapest XI, Tétényi út 2.",584.042857142857,590.471428571429,7,"premium",23,18,0,47.4784413,19.0577154,42.4602237572071,0,0,23,0.243856332703214,0.0434782608695652,0.91304347826087,0.0434782608695652,NA,NA,NA,0,1,3.13549421592915,2.89037231345157
"Budapest XII. kerület","Mol",1,"Budapest XII. kerület | Mol | Budapest XII, Istenhegyi u.55. (XII.)","Budapest XII, Istenhegyi u.55. (XII.)",583.428571428571,590.142857142857,7,"premium",1,0,0,47.4994789,19.0248757,39.1229519524807,0,0,1,1,0,1,0,NA,NA,NA,0,1,0,-11.5129254649702
"Budapest XIII. kerület","Mobil Petrol",1,"Budapest XIII. kerület | Mobil Petrol | Budapest XIII, Szent László út 196-198., 26786/6 hrsz.","Budapest XIII, Szent László út 196-198., 26786/6 hrsz.",576.471428571429,583.9,7,"discount",9,8,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,1,0,2.19722457733622,2.07944279167905
"Budapest XIII. kerület","Mol",3,"Budapest XIII. kerület | Mol | Budapest XIII, Pap Károly u. (XIII.)","Budapest XIII, Pap Károly u. (XIII.)",585.428571428571,590.142857142857,7,"premium",9,6,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XIII. kerület","Mol",3,"Budapest XIII. kerület | Mol | Budapest XIII, Váci út 178. (XIII.)","Budapest XIII, Váci út 178. (XIII.)",583.428571428571,590.142857142857,7,"premium",9,6,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XIII. kerület","Mol",3,"Budapest XIII. kerület | Mol | Budapest XIII, Váci út 19.","Budapest XIII, Váci út 19.",585.428571428571,590.142857142857,7,"premium",9,6,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XIII. kerület","Omv",2,"Budapest XIII. kerület | Omv | Budapest XIII, Róbert Károly krt. 64-66.","Budapest XIII, Róbert Károly krt. 64-66.",582.9,591.042857142857,7,"premium",9,7,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.94591157762572
"Budapest XIII. kerület","Omv",2,"Budapest XIII. kerület | Omv | Budapest XIII, Váci út 95.","Budapest XIII, Váci út 95.",583.9,591.042857142857,7,"premium",9,7,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.94591157762572
"Budapest XIII. kerület","Shell",3,"Budapest XIII. kerület | Shell | Budapest XIII, Béke út 58.","Budapest XIII, Béke út 58.",584.042857142857,590.471428571429,7,"premium",9,6,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XIII. kerület","Shell",3,"Budapest XIII. kerület | Shell | Budapest XIII, Népfürdő u. 14.","Budapest XIII, Népfürdő u. 14.",584.042857142857,590.471428571429,7,"premium",9,6,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XIII. kerület","Shell",3,"Budapest XIII. kerület | Shell | Budapest XIII, Váci út 196.","Budapest XIII, Váci út 196.",584.042857142857,590.471428571429,7,"premium",9,6,0,47.5502218,19.0895103,37.9778203389337,0,0,9,0.283950617283951,0,0.888888888888889,0.111111111111111,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XIV. kerület","Mol",4,"Budapest XIV. kerület | Mol | Budapest XIV, Csömöri út 27/A","Budapest XIV, Csömöri út 27/A",583.428571428571,590.142857142857,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Mol",4,"Budapest XIV. kerület | Mol | Budapest XIV, Hungária krt.83-85. (XIV.)","Budapest XIV, Hungária krt.83-85. (XIV.)",583.428571428571,590.142857142857,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Mol",4,"Budapest XIV. kerület | Mol | Budapest XIV, Róna u. 170. (XIV.)","Budapest XIV, Róna u. 170. (XIV.)",583.428571428571,590.142857142857,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Mol",4,"Budapest XIV. kerület | Mol | Budapest XIV, Vágány u. 21. (XIV.)","Budapest XIV, Vágány u. 21. (XIV.)",583.428571428571,590.142857142857,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Omv",5,"Budapest XIV. kerület | Omv | Budapest XIV, Fogarasi út 56/A.","Budapest XIV, Fogarasi út 56/A.",582.9,591.042857142857,7,"premium",15,10,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.30258609299355
"Budapest XIV. kerület","Omv",5,"Budapest XIV. kerület | Omv | Budapest XIV, Hungária krt. 116-118.","Budapest XIV, Hungária krt. 116-118.",582.9,591.042857142857,7,"premium",15,10,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.30258609299355
"Budapest XIV. kerület","Omv",5,"Budapest XIV. kerület | Omv | Budapest XIV, Hungária krt. 175-177.","Budapest XIV, Hungária krt. 175-177.",582.9,591.042857142857,7,"premium",15,10,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.30258609299355
"Budapest XIV. kerület","Omv",5,"Budapest XIV. kerület | Omv | Budapest XIV, Kacsóh Pongrác út 131.","Budapest XIV, Kacsóh Pongrác út 131.",582.9,591.042857142857,7,"premium",15,10,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.30258609299355
"Budapest XIV. kerület","Omv",5,"Budapest XIV. kerület | Omv | Budapest XIV, Tengerszem u. 61-67.","Budapest XIV, Tengerszem u. 61-67.",582.9,591.042857142857,7,"premium",15,10,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.30258609299355
"Budapest XIV. kerület","Orlen",2,"Budapest XIV. kerület | Orlen | Budapest XIV, Mogyoródi út 22-32.","Budapest XIV, Mogyoródi út 22-32.",581.142857142857,587.571428571429,7,"premium",15,13,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.56495012669201
"Budapest XIV. kerület","Orlen",2,"Budapest XIV. kerület | Orlen | Budapest XIV, Ógyalla tér 1.","Budapest XIV, Ógyalla tér 1.",584.142857142857,592.571428571429,7,"premium",15,13,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.56495012669201
"Budapest XIV. kerület","Shell",4,"Budapest XIV. kerület | Shell | Budapest XIV, Egressy út 31-35.","Budapest XIV, Egressy út 31-35.",584.042857142857,590.571428571429,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Shell",4,"Budapest XIV. kerület | Shell | Budapest XIV, Fogarasi út 183.","Budapest XIV, Fogarasi út 183.",585.042857142857,590.471428571429,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Shell",4,"Budapest XIV. kerület | Shell | Budapest XIV, Füredi út 63.","Budapest XIV, Füredi út 63.",584.042857142857,579.471428571429,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIV. kerület","Shell",4,"Budapest XIV. kerület | Shell | Budapest XIV, Kerepesi út 42-46.","Budapest XIV, Kerepesi út 42-46.",584.042857142857,590.571428571429,7,"premium",15,11,0,47.5162182,19.0763649,40.0426526785417,0,0,15,0.271111111111111,0,1,0,NA,NA,NA,0,1,2.70805020110221,2.39789618188887
"Budapest XIX. kerület","Mobil Petrol",1,"Budapest XIX. kerület | Mobil Petrol | Budapest XIX, Citroen utca 2.","Budapest XIX, Citroen utca 2.",577.614285714286,585.614285714286,7,"discount",7,6,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,1,0,1.94591014905531,1.79176113589333
"Budapest XIX. kerület","Mol",4,"Budapest XIX. kerület | Mol | Budapest XIX, Ady Endre út 22-26.","Budapest XIX, Ady Endre út 22-26.",583.428571428571,590.142857142857,7,"premium",7,3,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.09861562199589
"Budapest XIX. kerület","Mol",4,"Budapest XIX. kerület | Mol | Budapest XIX, Nagykőrösi út (XIX.) 88.","Budapest XIX, Nagykőrösi út (XIX.) 88.",583.428571428571,590.142857142857,7,"premium",7,3,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.09861562199589
"Budapest XIX. kerület","Mol",4,"Budapest XIX. kerület | Mol | Budapest XIX, Puskás F. u. (XIX.)  ","Budapest XIX, Puskás F. u. (XIX.)  ",583.428571428571,591.142857142857,7,"premium",7,3,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.09861562199589
"Budapest XIX. kerület","Mol",4,"Budapest XIX. kerület | Mol | Budapest XIX, Üllői út 303.","Budapest XIX, Üllői út 303.",583.428571428571,590.142857142857,7,"premium",7,3,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.09861562199589
"Budapest XIX. kerület","Orlen",1,"Budapest XIX. kerület | Orlen | Budapest XIX, Méta u. - Zádor s.","Budapest XIX, Méta u. - Zádor s.",584.142857142857,592.571428571429,7,"premium",7,6,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.79176113589333
"Budapest XIX. kerület","Shell",1,"Budapest XIX. kerület | Shell | Budapest XIX, Üllői út 233.","Budapest XIX, Üllői út 233.",584.042857142857,590.471428571429,7,"premium",7,6,0,47.4594761,19.1408933,47.9874990094006,0,0,7,0.387755102040816,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.79176113589333
"Budapest XV. kerület","Mol",2,"Budapest XV. kerület | Mol | Budapest XV, Bogáncs u. (XV.)","Budapest XV, Bogáncs u. (XV.)",583.428571428571,590.142857142857,7,"premium",9,7,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.94591157762572
"Budapest XV. kerület","Mol",2,"Budapest XV. kerület | Mol | Budapest XV, Szentmihályi út 148.","Budapest XV, Szentmihályi út 148.",583.428571428571,590.142857142857,7,"premium",9,7,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.94591157762572
"Budapest XV. kerület","November 24 Kft.",1,"Budapest XV. kerület | November 24 Kft. | Budapest XV, Rákospalotai határút 14.","Budapest XV, Rákospalotai határút 14.",571.142857142857,575.285714285714,7,"small",9,8,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,0,2.19722457733622,2.07944279167905
"Budapest XV. kerület","Omv",3,"Budapest XV. kerület | Omv | Budapest XV, Alkotmány út 14-20.","Budapest XV, Alkotmány út 14-20.",582.9,591.042857142857,7,"premium",9,6,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XV. kerület","Omv",3,"Budapest XV. kerület | Omv | Budapest XV, Szentmihályi út 131.","Budapest XV, Szentmihályi út 131.",582.9,591.042857142857,7,"premium",9,6,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XV. kerület","Omv",3,"Budapest XV. kerület | Omv | Budapest XV, Széchenyi tér 1.","Budapest XV, Széchenyi tér 1.",582.9,591.042857142857,7,"premium",9,6,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XV. kerület","Shell",3,"Budapest XV. kerület | Shell | Budapest XV, M3 12 km Észak - Szilas Pihenő","Budapest XV, M3 12 km Észak - Szilas Pihenő",615.042857142857,617.471428571429,7,"premium",9,6,1,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XV. kerület","Shell",3,"Budapest XV. kerület | Shell | Budapest XV, M3 12. km Dél - Szilas Pihenő","Budapest XV, M3 12. km Dél - Szilas Pihenő",615.042857142857,617.471428571429,7,"premium",9,6,1,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XV. kerület","Shell",3,"Budapest XV. kerület | Shell | Budapest XV, Szentmihályi út 152.","Budapest XV, Szentmihályi út 152.",584.042857142857,590.471428571429,7,"premium",9,6,0,47.5614712,19.1474363,40.4209701786757,0,0,9,0.283950617283951,0.111111111111111,0.888888888888889,0,NA,NA,NA,0,1,2.19722457733622,1.79176113589333
"Budapest XVI. kerület","Kút-97 Bt.",1,"Budapest XVI. kerület | Kút-97 Bt. | Budapest XVI, Arany János utca 53/A.","Budapest XVI, Arany János utca 53/A.",576.428571428571,579.571428571429,7,"small",8,7,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,0,2.07944154167984,1.94591157762572
"Budapest XVI. kerület","Mioil Kft.",1,"Budapest XVI. kerület | Mioil Kft. | Budapest XVI, Simongát utca 2.","Budapest XVI, Simongát utca 2.",571.142857142857,575.285714285714,7,"small",8,7,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,0,2.07944154167984,1.94591157762572
"Budapest XVI. kerület","Mol",2,"Budapest XVI. kerület | Mol | Budapest XVI, Arany J. u. 106. (XVI.)","Budapest XVI, Arany J. u. 106. (XVI.)",583.428571428571,590.142857142857,7,"premium",8,6,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVI. kerület","Mol",2,"Budapest XVI. kerület | Mol | Budapest XVI, Veres Péter út 105-107.(XVI.)","Budapest XVI, Veres Péter út 105-107.(XVI.)",583.428571428571,590.142857142857,7,"premium",8,6,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVI. kerület","Omv",2,"Budapest XVI. kerület | Omv | Budapest XVI, Szabadföldi út 1.","Budapest XVI, Szabadföldi út 1.",582.9,591.042857142857,7,"premium",8,6,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVI. kerület","Omv",2,"Budapest XVI. kerület | Omv | Budapest XVI, Szlovák út - Csömöri út sarok","Budapest XVI, Szlovák út - Csömöri út sarok",582.9,591.042857142857,7,"premium",8,6,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVI. kerület","Orlen",2,"Budapest XVI. kerület | Orlen | Budapest XVI, Bökényföldi út 108.","Budapest XVI, Bökényföldi út 108.",581.142857142857,587.571428571429,7,"premium",8,6,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVI. kerület","Orlen",2,"Budapest XVI. kerület | Orlen | Budapest XVI, Szabadföldi út 81.","Budapest XVI, Szabadföldi út 81.",577.142857142857,583.571428571429,7,"premium",8,6,0,47.5103003,19.189806,46.5199657848365,0,0,8,0.21875,0.25,0.75,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Mol",2,"Budapest XVII. kerület | Mol | Budapest XVII, Cinkotai út 30.","Budapest XVII, Cinkotai út 30.",583.428571428571,590.142857142857,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Mol",2,"Budapest XVII. kerület | Mol | Budapest XVII, Pesti út. 5. (XVII.)","Budapest XVII, Pesti út. 5. (XVII.)",583.428571428571,590.142857142857,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Omv",2,"Budapest XVII. kerület | Omv | Budapest XVII, Cinkotai út 51.","Budapest XVII, Cinkotai út 51.",582.9,591.042857142857,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Omv",2,"Budapest XVII. kerület | Omv | Budapest XVII, Pesti út 18.","Budapest XVII, Pesti út 18.",582.9,591.042857142857,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Orlen",2,"Budapest XVII. kerület | Orlen | Budapest XVII, Esztena utca 1.","Budapest XVII, Esztena utca 1.",581.142857142857,587.571428571429,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Orlen",2,"Budapest XVII. kerület | Orlen | Budapest XVII, Pesti út 2.","Budapest XVII, Pesti út 2.",581.142857142857,587.571428571429,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Shell",2,"Budapest XVII. kerület | Shell | Budapest XVII, Pesti út 237/c","Budapest XVII, Pesti út 237/c",584.042857142857,590.471428571429,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVII. kerület","Shell",2,"Budapest XVII. kerület | Shell | Budapest XVII, Pesti út 6.","Budapest XVII, Pesti út 6.",584.042857142857,590.471428571429,7,"premium",8,6,0,47.4897184,19.2836642,53.392846944364,0,0,8,0.25,0,1,0,NA,NA,NA,0,1,2.07944154167984,1.79176113589333
"Budapest XVIII. kerület","Mol",1,"Budapest XVIII. kerület | Mol | Budapest XVIII, Üllői út 661. (XVIII.)","Budapest XVIII, Üllői út 661. (XVIII.)",584.428571428571,590.142857142857,7,"premium",6,5,0,47.4331832,19.2609421,56.2856529673961,0,0,6,0.277777777777778,0,1,0,NA,NA,NA,0,1,1.79175946922805,1.6094399124321
"Budapest XVIII. kerület","Omv",2,"Budapest XVIII. kerület | Omv | Budapest XVIII, Alacskai út 1.","Budapest XVIII, Alacskai út 1.",582.9,591.042857142857,7,"premium",6,4,0,47.4331832,19.2609421,56.2856529673961,0,0,6,0.277777777777778,0,1,0,NA,NA,NA,0,1,1.79175946922805,1.38629686111677
"Budapest XVIII. kerület","Omv",2,"Budapest XVIII. kerület | Omv | Budapest XVIII, Haladás utca - Ráday út sarok","Budapest XVIII, Haladás utca - Ráday út sarok",582.9,591.042857142857,7,"premium",6,4,0,47.4331832,19.2609421,56.2856529673961,0,0,6,0.277777777777778,0,1,0,NA,NA,NA,0,1,1.79175946922805,1.38629686111677
"Budapest XVIII. kerület","Orlen",1,"Budapest XVIII. kerület | Orlen | Budapest XVIII, Üllői u.738. (XVIII.)","Budapest XVIII, Üllői u.738. (XVIII.)",584.142857142857,592.571428571429,7,"premium",6,5,0,47.4331832,19.2609421,56.2856529673961,0,0,6,0.277777777777778,0,1,0,NA,NA,NA,0,1,1.79175946922805,1.6094399124321
"Budapest XVIII. kerület","Shell",2,"Budapest XVIII. kerület | Shell | Budapest XVIII, Gyömrői út 156.","Budapest XVIII, Gyömrői út 156.",584.042857142857,590.471428571429,7,"premium",6,4,0,47.4331832,19.2609421,56.2856529673961,0,0,6,0.277777777777778,0,1,0,NA,NA,NA,0,1,1.79175946922805,1.38629686111677
"Budapest XVIII. kerület","Shell",2,"Budapest XVIII. kerület | Shell | Budapest XVIII, Méta u. Cziffra György utca","Budapest XVIII, Méta u. Cziffra György utca",584.042857142857,590.471428571429,7,"premium",6,4,0,47.4331832,19.2609421,56.2856529673961,0,0,6,0.277777777777778,0,1,0,NA,NA,NA,0,1,1.79175946922805,1.38629686111677
"Budapest XX. kerület","Mol",1,"Budapest XX. kerület | Mol | Budapest XX, Ady Endre út 67.","Budapest XX, Ady Endre út 67.",583.428571428571,590.142857142857,7,"premium",3,2,0,47.4359559,19.0938894,47.8849551154494,0,0,3,0.333333333333333,0,1,0,NA,NA,NA,0,1,1.09861228866811,0.693152180547445
"Budapest XX. kerület","Omv",1,"Budapest XX. kerület | Omv | Budapest XX, Nagykőrösi út 185","Budapest XX, Nagykőrösi út 185",582.9,591.042857142857,7,"premium",3,2,0,47.4359559,19.0938894,47.8849551154494,0,0,3,0.333333333333333,0,1,0,NA,NA,NA,0,1,1.09861228866811,0.693152180547445
"Budapest XX. kerület","Shell",1,"Budapest XX. kerület | Shell | Budapest XX, Mártírok útja 281.","Budapest XX, Mártírok útja 281.",584.042857142857,590.471428571429,7,"premium",3,2,0,47.4359559,19.0938894,47.8849551154494,0,0,3,0.333333333333333,0,1,0,NA,NA,NA,0,1,1.09861228866811,0.693152180547445
"Budapest XXI. kerület","Auchan",1,"Budapest XXI. kerület | Auchan | Budapest XXI, Rákóczi Ferenc út 277. Szigetszentmiklós","Budapest XXI, Rákóczi Ferenc út 277. Szigetszentmiklós",568.714285714286,571,7,"discount",7,6,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,1,0,1.94591014905531,1.79176113589333
"Budapest XXI. kerület","Mol",1,"Budapest XXI. kerület | Mol | Budapest XXI, Szent István út  (XXI.)","Budapest XXI, Szent István út  (XXI.)",583.428571428571,590.142857142857,7,"premium",7,6,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.79176113589333
"Budapest XXI. kerület","Omv",2,"Budapest XXI. kerület | Omv | Budapest XXI, II. Rákóczi Ferenc út 189.","Budapest XXI, II. Rákóczi Ferenc út 189.",582.9,591.042857142857,7,"premium",7,5,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.6094399124321
"Budapest XXI. kerület","Omv",2,"Budapest XXI. kerület | Omv | Budapest XXI, Védgát utca 47.","Budapest XXI, Védgát utca 47.",582.9,591.042857142857,7,"premium",7,5,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.6094399124321
"Budapest XXI. kerület","Orlen",2,"Budapest XXI. kerület | Orlen | Budapest XXI, Kossuth L. u. 3. (XXI.) ","Budapest XXI, Kossuth L. u. 3. (XXI.) ",584.142857142857,592.571428571429,7,"premium",7,5,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.6094399124321
"Budapest XXI. kerület","Orlen",2,"Budapest XXI. kerület | Orlen | Budapest XXI, Weiss Manfréd út 2.","Budapest XXI, Weiss Manfréd út 2.",581.142857142857,587.571428571429,7,"premium",7,5,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.6094399124321
"Budapest XXI. kerület","Shell",1,"Budapest XXI. kerület | Shell | Budapest XXI, Csepel, Rákóczi Ferenc út 182.","Budapest XXI, Csepel, Rákóczi Ferenc út 182.",584.042857142857,590.471428571429,7,"premium",7,6,0,47.4265715,19.0670905,47.6274612569858,0,0,7,0.224489795918367,0,0.857142857142857,0.142857142857143,NA,NA,NA,0,1,1.94591014905531,1.79176113589333
"Budapest XXII. kerület","Color Petrol Kft.",1,"Budapest XXII. kerület | Color Petrol Kft. | Budapest XXII, Bányalég utca 108","Budapest XXII, Bányalég utca 108",573,573,7,"small",4,3,0,47.3886223,18.9578787,47.6541029115384,0,0,4,0.25,0.25,0.75,0,NA,NA,NA,0,0,1.38629436111989,1.09861562199589
